IID	pwm	Domain_EnsPID	Interaction_EnsPID	Start	End	Score	Type
47745	AKT1	ENSP00000385326	ENSP00000315295	1777	1791	0.68	MT
47746	AKT1	ENSP00000385326	ENSP00000426632	908	922	0.68	MT
47747	AKT1	ENSP00000385326	ENSP00000310984	632	646	0.69	MT
47748	AKT1	ENSP00000385326	ENSP00000375936	8	22	0.68	MT
47749	AKT1	ENSP00000385326	ENSP00000476724	949	963	0.06	MT
47750	AKT1	ENSP00000385326	ENSP00000298085	599	613	0.68	MT
47751	AKT1	ENSP00000385326	ENSP00000385418	539	553	0.68	MT
47752	AKT1	ENSP00000385326	ENSP00000396044	1016	1030	0.69	MT
47753	AKT1	ENSP00000385326	ENSP00000462688	365	379	0.68	MT
47754	AKT1	ENSP00000385326	ENSP00000423162	1295	1309	0.68	MT
47755	AKT1	ENSP00000385326	ENSP00000447192	411	425	0.68	MT
47756	AKT1	ENSP00000385326	ENSP00000296043	884	898	0.05	MT
47757	AKT1	ENSP00000385326	ENSP00000472126	2587	2601	0.69	MT
47758	AKT1	ENSP00000385326	ENSP00000403823	262	276	0.68	MT
47759	AKT1	ENSP00000385326	ENSP00000446486	190	204	0.68	MT
47760	AKT1	ENSP00000385326	ENSP00000379861	326	340	0.68	MT
47761	AKT1	ENSP00000385326	ENSP00000396519	496	510	0.69	MT
47762	AKT1	ENSP00000385326	ENSP00000344162	398	412	0.04	MT
47763	AKT1	ENSP00000385326	ENSP00000453131	1313	1327	0.68	MT
47764	AKT1	ENSP00000385326	ENSP00000394524	1023	1037	0.68	MT
47765	AKT1	ENSP00000385326	ENSP00000379678	504	518	0.68	MT
47766	AKT1	ENSP00000385326	ENSP00000464776	165	179	0.05	MT
47767	AKT1	ENSP00000385326	ENSP00000441463	177	191	0.68	MT
47768	AKT1	ENSP00000385326	ENSP00000322159	NA	NA	0.68	MT
47769	AKT1	ENSP00000385326	ENSP00000375928	1561	1575	0.68	MT
47770	AKT1	ENSP00000385326	ENSP00000297071	11	25	0.69	MT
47771	AKT1	ENSP00000385326	ENSP00000222584	129	143	0.04	MT
47772	AKT1	ENSP00000385326	ENSP00000356110	214	228	0.05	MT
47773	AKT1	ENSP00000385326	ENSP00000432784	176	190	0.05	MT
47774	AKT1	ENSP00000385326	ENSP00000458230	597	611	0.69	MT
47775	AKT1	ENSP00000385326	ENSP00000310337	220	234	0.68	MT
47776	AKT1	ENSP00000385326	ENSP00000446878	340	354	0.68	MT
47777	AKT1	ENSP00000385326	ENSP00000358415	50	64	0.68	MT
47778	AKT1	ENSP00000385326	ENSP00000350770	1019	1033	0.05	MT
47779	AKT1	ENSP00000385326	ENSP00000378228	731	745	0.68	MT
47780	AKT1	ENSP00000385326	ENSP00000255381	1475	1489	0.68	MT
47781	AKT1	ENSP00000385326	ENSP00000333854	130	144	0.68	MT
47782	AKT1	ENSP00000385326	ENSP00000296220	36	50	0.06	MT
47783	AKT1	ENSP00000385326	ENSP00000456241	592	606	0.7	MT
47784	AKT1	ENSP00000385326	ENSP00000363095	267	281	0.68	MT
47785	AKT1	ENSP00000385326	ENSP00000395672	NA	NA	0.68	MT
47786	AKT1	ENSP00000385326	ENSP00000385442	1335	1349	0.69	MT
47787	AKT1	ENSP00000385326	ENSP00000383227	NA	NA	0.68	MT
47788	AKT1	ENSP00000385326	ENSP00000434583	744	758	0.69	MT
47789	AKT1	ENSP00000385326	ENSP00000339109	326	340	0.69	MT
47790	AKT1	ENSP00000385326	ENSP00000449857	118	132	0.05	MT
47791	AKT1	ENSP00000385326	ENSP00000392086	648	662	0.68	MT
47792	AKT1	ENSP00000385326	ENSP00000434408	633	647	0.68	MT
47793	AKT1	ENSP00000385326	ENSP00000451434	466	480	0.04	MT
47794	AKT1	ENSP00000385326	ENSP00000453876	70	84	0.68	MT
47795	AKT1	ENSP00000385326	ENSP00000395936	177	191	0.69	MT
47796	AKT1	ENSP00000385326	ENSP00000400993	775	789	0.68	MT
47797	AKT1	ENSP00000385326	ENSP00000473927	258	272	0.69	MT
47798	AKT1	ENSP00000385326	ENSP00000446099	168	182	0.69	MT
47799	AKT1	ENSP00000385326	ENSP00000390987	952	966	0.68	MT
47800	AKT1	ENSP00000385326	ENSP00000413495	313	327	0.68	MT
47801	AKT1	ENSP00000385326	ENSP00000390024	77	91	0.68	MT
47802	AKT1	ENSP00000385326	ENSP00000432423	1035	1049	0.68	MT
47803	AKT1	ENSP00000385326	ENSP00000252252	64	78	0.06	MT
47804	AKT1	ENSP00000385326	ENSP00000412685	670	684	0.68	MT
47805	AKT1	ENSP00000385326	ENSP00000435932	1061	1075	0.69	MT
47806	AKT1	ENSP00000385326	ENSP00000406601	587	601	0.05	MT
47807	AKT1	ENSP00000385326	ENSP00000328671	384	398	0.68	MT
47808	AKT1	ENSP00000385326	ENSP00000414742	1399	1413	0.68	MT
47809	AKT1	ENSP00000385326	ENSP00000349359	20	34	0.69	MT
47810	AKT1	ENSP00000385326	ENSP00000450634	341	355	0.69	MT
47811	AKT1	ENSP00000385326	ENSP00000307541	1220	1234	0.69	MT
47812	AKT1	ENSP00000385326	ENSP00000439620	352	366	0.06	MT
47813	AKT1	ENSP00000385326	ENSP00000451392	1565	1579	0.68	MT
47814	AKT1	ENSP00000385326	ENSP00000402046	448	462	0.7	MT
47815	AKT1	ENSP00000385326	ENSP00000439576	1873	1887	0.68	MT
47816	AKT1	ENSP00000385326	ENSP00000410488	855	869	0.68	MT
47817	AKT1	ENSP00000385326	ENSP00000466735	281	295	0.68	MT
47818	AKT1	ENSP00000385326	ENSP00000356974	178	192	0.68	MT
47819	AKT1	ENSP00000385326	ENSP00000343298	320	334	0.68	MT
47820	AKT1	ENSP00000385326	ENSP00000360464	254	268	0.68	MT
47821	AKT1	ENSP00000385326	ENSP00000357292	132	146	0.69	MT
47822	AKT1	ENSP00000385326	ENSP00000336817	39	53	0.68	MT
47823	AKT1	ENSP00000385326	ENSP00000431594	252	266	0.05	MT
47824	AKT1	ENSP00000385326	ENSP00000386404	445	459	0.68	MT
47825	AKT1	ENSP00000385326	ENSP00000421504	360	374	0.68	MT
47827	AKT1	ENSP00000385326	ENSP00000263946	164	178	0.69	MT
47828	AKT1	ENSP00000385326	ENSP00000477342	240	254	0.69	MT
47829	AKT1	ENSP00000385326	ENSP00000369741	228	242	0.68	MT
47830	AKT1	ENSP00000385326	ENSP00000401662	80	94	0.68	MT
47831	AKT1	ENSP00000385326	ENSP00000366894	301	315	0.69	MT
47832	AKT1	ENSP00000385326	ENSP00000424181	278	292	0.68	MT
47833	AKT1	ENSP00000385326	ENSP00000233969	636	650	0.69	MT
47834	AKT1	ENSP00000385326	ENSP00000339754	178	192	0.69	MT
47835	AKT1	ENSP00000385326	ENSP00000409522	261	275	0.7	MT
47836	AKT1	ENSP00000385326	ENSP00000424910	152	166	0.68	MT
47837	AKT1	ENSP00000385326	ENSP00000361113	330	344	0.68	MT
47838	AKT1	ENSP00000385326	ENSP00000383042	858	872	0.68	MT
47839	AKT1	ENSP00000385326	ENSP00000446670	487	501	0.68	MT
47840	AKT1	ENSP00000385326	ENSP00000415588	117	131	0.68	MT
47841	AKT1	ENSP00000385326	ENSP00000387788	402	416	0.69	MT
47842	AKT1	ENSP00000385326	ENSP00000306253	1742	1756	0.69	MT
47843	AKT1	ENSP00000385326	ENSP00000458230	1951	1965	0.68	MT
47844	AKT1	ENSP00000385326	ENSP00000360387	101	115	0.68	MT
47846	AKT1	ENSP00000385326	ENSP00000477342	356	370	0.69	MT
47847	AKT1	ENSP00000385326	ENSP00000450125	1219	1233	0.68	MT
47848	AKT1	ENSP00000385326	ENSP00000373806	523	537	0.69	MT
47849	AKT1	ENSP00000385326	ENSP00000461426	695	709	0.69	MT
47850	AKT1	ENSP00000385326	ENSP00000467233	980	994	0.68	MT
47851	AKT1	ENSP00000385326	ENSP00000320965	118	132	0.68	MT
47852	AKT1	ENSP00000385326	ENSP00000300215	271	285	0.68	MT
47853	AKT1	ENSP00000385326	ENSP00000464300	351	365	0.68	MT
47854	AKT1	ENSP00000385326	ENSP00000431267	33	47	0.69	MT
47855	AKT1	ENSP00000385326	ENSP00000477342	248	262	0.68	MT
47856	AKT1	ENSP00000385326	ENSP00000409522	261	275	0.7	MT
47857	AKT1	ENSP00000385326	ENSP00000433841	534	548	0.68	MT
47858	AKT1	ENSP00000385326	ENSP00000462794	1751	1765	0.68	MT
47859	AKT1	ENSP00000385326	ENSP00000467124	26	40	0.68	MT
47860	AKT1	ENSP00000385326	ENSP00000359203	720	734	0.68	MT
47861	AKT1	ENSP00000385326	ENSP00000410838	737	751	0.68	MT
47862	AKT1	ENSP00000385326	ENSP00000453076	360	374	0.68	MT
47863	AKT1	ENSP00000385326	ENSP00000323349	281	295	0.68	MT
47864	AKT1	ENSP00000385326	ENSP00000458230	1133	1147	0.68	MT
47865	AKT1	ENSP00000385326	ENSP00000431594	245	259	0.68	MT
47866	AKT1	ENSP00000385326	ENSP00000360582	44	58	0.04	MT
47868	AKT1	ENSP00000385326	ENSP00000357791	904	918	0.68	MT
47869	AKT1	ENSP00000385326	ENSP00000476462	557	571	0.68	MT
47870	AKT1	ENSP00000385326	ENSP00000358076	900	914	0.7	MT
47871	AKT1	ENSP00000385326	ENSP00000446683	641	655	0.68	MT
47872	AKT1	ENSP00000385326	ENSP00000366719	592	606	0.68	MT
47873	AKT1	ENSP00000385326	ENSP00000395132	155	169	0.68	MT
47874	AKT1	ENSP00000385326	ENSP00000385196	368	382	0.68	MT
47875	AKT1	ENSP00000385326	ENSP00000427567	888	902	0.69	MT
47876	AKT1	ENSP00000385326	ENSP00000391344	677	691	0.04	MT
47877	AKT1	ENSP00000385326	ENSP00000394989	307	321	0.68	MT
47878	AKT1	ENSP00000385326	ENSP00000347028	NA	NA	0.04	MT
47879	AKT1	ENSP00000385326	ENSP00000442588	13	27	0.68	MT
47880	AKT1	ENSP00000385326	ENSP00000263847	233	247	0.69	MT
47881	AKT1	ENSP00000385326	ENSP00000382091	354	368	0.68	MT
47882	AKT1	ENSP00000385326	ENSP00000464268	210	224	0.68	MT
47883	AKT1	ENSP00000385326	ENSP00000366488	191	205	0.68	MT
47884	AKT1	ENSP00000385326	ENSP00000414099	411	425	0.68	MT
47885	AKT2	ENSP00000399532	ENSP00000394537	309	323	0.59	MT
47886	AKT2	ENSP00000399532	ENSP00000435073	631	645	0.73	MT
47887	AKT2	ENSP00000399532	ENSP00000396103	216	230	0.73	MT
47888	AKT2	ENSP00000399532	ENSP00000404570	1699	1713	0.72	MT
47889	AKT2	ENSP00000399532	ENSP00000355000	134	148	0.32	MT
47890	AKT2	ENSP00000399532	ENSP00000263946	164	178	0.61	MT
47891	AKT2	ENSP00000399532	ENSP00000267215	168	182	0.73	MT
47892	ATM	ENSP00000435524	ENSP00000447615	359	373	0.94	MT
47893	ATM	ENSP00000435524	ENSP00000419519	749	763	0.95	MT
47894	ATM	ENSP00000435524	ENSP00000330101	69	83	0.04	MT
47895	ATM	ENSP00000435524	ENSP00000439594	643	657	0.95	MT
47896	ATM	ENSP00000435524	ENSP00000262811	786	800	0.04	MT
47897	ATM	ENSP00000435524	ENSP00000405941	135	149	0.04	MT
47898	ATM	ENSP00000435524	ENSP00000430466	492	506	0.95	MT
47899	ATM	ENSP00000435524	ENSP00000389674	585	599	0.03	MT
47900	ATM	ENSP00000435524	ENSP00000350480	401	415	0.05	MT
47901	ATM	ENSP00000435524	ENSP00000380658	1694	1708	0.94	MT
47902	ATM	ENSP00000435524	ENSP00000273049	NA	NA	0.03	MT
47903	ATM	ENSP00000435524	ENSP00000431734	252	266	0.94	MT
47904	ATM	ENSP00000435524	ENSP00000357206	1482	1496	0.94	MT
47905	ATM	ENSP00000435524	ENSP00000326706	251	265	0.04	MT
47906	ATM	ENSP00000435524	ENSP00000363230	14	28	0.04	MT
47907	ATM	ENSP00000435524	ENSP00000440542	1363	1377	0.04	MT
47908	ATM	ENSP00000435524	ENSP00000467024	118	132	0.04	MT
47909	ATM	ENSP00000435524	ENSP00000369075	48	62	0.03	MT
47910	ATM	ENSP00000435524	ENSP00000361021	225	239	0.03	MT
47911	ATM	ENSP00000435524	ENSP00000355759	18	32	0.03	MT
47912	ATM	ENSP00000435524	ENSP00000412420	609	623	0.03	MT
47913	ATM	ENSP00000435524	ENSP00000400506	1532	1546	0.04	MT
47914	ATM	ENSP00000435524	ENSP00000365588	1218	1232	0.95	MT
47915	ATM	ENSP00000435524	ENSP00000350990	656	670	0.03	MT
47916	ATM	ENSP00000435524	ENSP00000470142	24	38	0.03	MT
47917	ATM	ENSP00000435524	ENSP00000430053	526	540	0.95	MT
47918	ATM	ENSP00000435524	ENSP00000366719	1305	1319	0.96	MT
47919	ATM	ENSP00000435524	ENSP00000341094	114	128	0.03	MT
47920	ATM	ENSP00000435524	ENSP00000456093	205	219	0.04	MT
47921	ATM	ENSP00000435524	ENSP00000269243	NA	NA	0.02	MT
47922	ATM	ENSP00000435524	ENSP00000423470	673	687	0.04	MT
47923	ATM	ENSP00000435524	ENSP00000405112	523	537	0.04	MT
47924	ATM	ENSP00000435524	ENSP00000389524	603	617	0.94	MT
47925	ATM	ENSP00000435524	ENSP00000467233	1253	1267	0.96	MT
47926	ATM	ENSP00000435524	ENSP00000366536	507	521	0.95	MT
47927	ATM	ENSP00000435524	ENSP00000356259	115	129	0.03	MT
47928	ATM	ENSP00000435524	ENSP00000451009	6036	6050	0.03	MT
47929	ATM	ENSP00000435524	ENSP00000419519	2522	2536	0.03	MT
47930	ATM	ENSP00000435524	ENSP00000472916	173	187	0.95	MT
47931	ATM	ENSP00000435524	ENSP00000303507	292	306	0.96	MT
47932	ATM	ENSP00000435524	ENSP00000436907	195	209	0.04	MT
47933	ATM	ENSP00000435524	ENSP00000371620	663	677	0.03	MT
47935	ATM	ENSP00000435524	ENSP00000410417	1029	1043	0.94	MT
47936	ATM	ENSP00000435524	ENSP00000445606	1271	1285	0.05	MT
47937	ATM	ENSP00000435524	ENSP00000388136	842	856	0.03	MT
47938	ATM	ENSP00000435524	ENSP00000282388	118	132	0.03	MT
47939	ATM	ENSP00000435524	ENSP00000428304	415	429	0.03	MT
47940	ATM	ENSP00000435524	ENSP00000362579	NA	NA	0.95	MT
47941	ATM	ENSP00000435524	ENSP00000463980	594	608	0.04	MT
47942	ATM	ENSP00000435524	ENSP00000005260	143	157	0.03	MT
47943	ATM	ENSP00000435524	ENSP00000378295	293	307	0.95	MT
47944	ATM	ENSP00000435524	ENSP00000448297	238	252	0.06	MT
47945	ATM	ENSP00000435524	ENSP00000263239	361	375	0.03	MT
47946	ATM	ENSP00000435524	ENSP00000434168	1363	1377	0.05	MT
47947	ATM	ENSP00000435524	ENSP00000376250	273	287	0.95	MT
47948	ATM	ENSP00000435524	ENSP00000249837	555	569	0.94	MT
47949	ATM	ENSP00000435524	ENSP00000442291	337	351	0.95	MT
47950	ATM	ENSP00000435524	ENSP00000418268	212	226	0.04	MT
47951	ATM	ENSP00000435524	ENSP00000264156	751	765	0.03	MT
47952	ATM	ENSP00000435524	ENSP00000394884	833	847	0.03	MT
47953	ATM	ENSP00000435524	ENSP00000377530	211	225	0.04	MT
47954	ATM	ENSP00000435524	ENSP00000436899	87	101	0.03	MT
47955	ATM	ENSP00000435524	ENSP00000252211	221	235	0.95	MT
47956	ATM	ENSP00000435524	ENSP00000386560	104	118	0.04	MT
47957	ATM	ENSP00000435524	ENSP00000357789	1243	1257	0.94	MT
47958	ATM	ENSP00000435524	ENSP00000458230	1570	1584	0.05	MT
47959	ATM	ENSP00000435524	ENSP00000440343	252	266	0.05	MT
47960	ATM	ENSP00000435524	ENSP00000225525	103	117	0.04	MT
47961	ATM	ENSP00000435524	ENSP00000428478	969	983	0.03	MT
47962	ATM	ENSP00000435524	ENSP00000348646	324	338	0.94	MT
47964	ATM	ENSP00000435524	ENSP00000440055	389	403	0.03	MT
47965	ATM	ENSP00000435524	ENSP00000445505	235	249	0.05	MT
47966	ATM	ENSP00000435524	ENSP00000326261	743	757	0.07	MT
47967	ATM	ENSP00000435524	ENSP00000363553	233	247	0.03	MT
47968	ATM	ENSP00000435524	ENSP00000377500	541	555	0.04	MT
47969	ATM	ENSP00000435524	ENSP00000378910	40	54	0.94	MT
47970	ATM	ENSP00000435524	ENSP00000413105	177	191	0.94	MT
47971	ATM	ENSP00000435524	ENSP00000368253	349	363	0.94	MT
47972	ATM	ENSP00000435524	ENSP00000327889	261	275	0.96	MT
47973	ATM	ENSP00000435524	ENSP00000426500	935	949	0.94	MT
47974	ATM	ENSP00000435524	ENSP00000471185	NA	NA	0.01	MT
47975	ATM	ENSP00000435524	ENSP00000351589	114	128	0.03	MT
47976	ATM	ENSP00000435524	ENSP00000440342	1077	1091	0.05	MT
47977	ATM	ENSP00000435524	ENSP00000437514	794	808	0.04	MT
47978	ATM	ENSP00000435524	ENSP00000393170	288	302	0.03	MT
47979	ATM	ENSP00000435524	ENSP00000421013	323	337	0.03	MT
47980	ATM	ENSP00000435524	ENSP00000376425	699	713	0.04	MT
47981	ATM	ENSP00000435524	ENSP00000362781	832	846	0.04	MT
47982	ATM	ENSP00000435524	ENSP00000269243	1984	1998	0.06	MT
47983	ATM	ENSP00000435524	ENSP00000444049	334	348	0.04	MT
47984	ATM	ENSP00000435524	ENSP00000429176	11	25	0.04	MT
47985	ATM	ENSP00000435524	ENSP00000429223	1337	1351	0.96	MT
47986	ATM	ENSP00000435524	ENSP00000359039	333	347	0.04	MT
47987	ATM	ENSP00000435524	ENSP00000455261	413	427	0.95	MT
47988	ATM	ENSP00000435524	ENSP00000422822	54	68	0.03	MT
47989	ATM	ENSP00000435524	ENSP00000348706	106	120	0.03	MT
47990	ATM	ENSP00000435524	ENSP00000310448	459	473	0.03	MT
47991	ATM	ENSP00000435524	ENSP00000354923	306	320	0.04	MT
47992	ATM	ENSP00000435524	ENSP00000450025	137	151	0.05	MT
47993	ATM	ENSP00000435524	ENSP00000440811	1405	1419	0.05	MT
47994	ATM	ENSP00000435524	ENSP00000427302	885	899	0.04	MT
47995	ATM	ENSP00000435524	ENSP00000430359	990	1004	0.04	MT
47996	ATM	ENSP00000435524	ENSP00000401481	329	343	0.95	MT
47997	ATM	ENSP00000435524	ENSP00000404534	571	585	0.94	MT
47998	ATM	ENSP00000435524	ENSP00000434583	2748	2762	0.94	MT
47999	ATM	ENSP00000435524	ENSP00000353724	1237	1251	0.04	MT
48001	ATM	ENSP00000435524	ENSP00000387875	1193	1207	0.03	MT
48002	ATM	ENSP00000435524	ENSP00000332879	285	299	0.94	MT
48003	ATM	ENSP00000435524	ENSP00000410861	147	161	0.94	MT
48004	ATM	ENSP00000435524	ENSP00000435737	16	30	0.03	MT
48005	ATM	ENSP00000435524	ENSP00000413907	1503	1517	0.03	MT
48006	ATM	ENSP00000435524	ENSP00000432136	980	994	0.05	MT
48007	ATM	ENSP00000435524	ENSP00000432526	189	203	0.04	MT
48008	ATM	ENSP00000435524	ENSP00000403941	233	247	0.03	MT
48009	ATM	ENSP00000435524	ENSP00000473552	537	551	0.03	MT
48010	ATM	ENSP00000435524	ENSP00000359612	45	59	0.04	MT
48011	ATM	ENSP00000435524	ENSP00000473713	480	494	0.03	MT
48012	ATM	ENSP00000435524	ENSP00000410957	461	475	0.96	MT
48013	ATM	ENSP00000435524	ENSP00000367122	315	329	0.95	MT
48014	ATM	ENSP00000435524	ENSP00000403815	20	34	0.04	MT
48015	ATM	ENSP00000435524	ENSP00000363021	26	40	0.94	MT
48016	ATM	ENSP00000435524	ENSP00000419041	105	119	0.94	MT
48017	ATM	ENSP00000435524	ENSP00000471642	133	147	0.04	MT
48018	ATM	ENSP00000435524	ENSP00000450945	551	565	0.04	MT
48019	ATM	ENSP00000435524	ENSP00000417479	950	964	0.94	MT
48020	ATM	ENSP00000435524	ENSP00000335677	54	68	0.95	MT
48021	ATM	ENSP00000435524	ENSP00000475130	210	224	0.95	MT
48022	ATM	ENSP00000435524	ENSP00000406124	197	211	0.95	MT
48023	ATM	ENSP00000435524	ENSP00000349132	627	641	0.95	MT
48024	ATM	ENSP00000435524	ENSP00000407005	1360	1374	0.97	MT
48025	ATM	ENSP00000435524	ENSP00000314546	444	458	0.97	MT
48026	ATM	ENSP00000435524	ENSP00000447192	488	502	0.96	MT
48027	ATM	ENSP00000435524	ENSP00000464570	699	713	0.05	MT
48028	ATM	ENSP00000435524	ENSP00000364113	2	16	0.95	MT
48029	ATM	ENSP00000435524	ENSP00000383333	554	568	0.95	MT
48031	ATM	ENSP00000435524	ENSP00000379115	NA	NA	0.97	MT
48032	ATM	ENSP00000435524	ENSP00000288266	684	698	0.97	MT
48033	ATM	ENSP00000435524	ENSP00000371474	165	179	0.96	MT
48034	ATM	ENSP00000435524	ENSP00000395672	660	674	0.94	MT
48035	ATM	ENSP00000435524	ENSP00000429283	1481	1495	0.94	MT
48037	ATM	ENSP00000435524	ENSP00000456806	NA	NA	0.02	MT
48038	ATM	ENSP00000435524	ENSP00000371308	676	690	0.03	MT
48039	ATM	ENSP00000435524	ENSP00000442195	34	48	0.94	MT
48040	ATM	ENSP00000435524	ENSP00000306099	331	345	0.03	MT
48041	ATM	ENSP00000435524	ENSP00000387746	696	710	0.94	MT
48042	ATM	ENSP00000435524	ENSP00000363021	26	40	0.94	MT
48043	ATM	ENSP00000435524	ENSP00000011700	576	590	0.94	MT
48044	ATM	ENSP00000435524	ENSP00000459330	108	122	0.95	MT
48045	ATM	ENSP00000435524	ENSP00000432368	1349	1363	0.94	MT
48046	ATM	ENSP00000435524	ENSP00000349458	578	592	0.04	MT
48047	ATM	ENSP00000435524	ENSP00000416380	133	147	0.03	MT
48048	ATM	ENSP00000435524	ENSP00000389906	216	230	0.03	MT
48049	ATM	ENSP00000435524	ENSP00000356322	805	819	0.95	MT
48050	ATM	ENSP00000435524	ENSP00000422498	3433	3447	0.03	MT
48051	ATM	ENSP00000435524	ENSP00000357456	592	606	0.95	MT
48052	ATM	ENSP00000435524	ENSP00000453189	269	283	0.05	MT
48053	ATM	ENSP00000435524	ENSP00000406791	239	253	0.94	MT
48054	ATM	ENSP00000435524	ENSP00000364310	NA	NA	0.95	MT
48055	ATM	ENSP00000435524	ENSP00000397442	93	107	0.04	MT
48056	ATM	ENSP00000435524	ENSP00000472126	2836	2850	0.94	MT
48057	ATM	ENSP00000435524	ENSP00000362479	1689	1703	0.04	MT
48058	ATM	ENSP00000435524	ENSP00000358139	571	585	0.94	MT
48059	ATM	ENSP00000435524	ENSP00000386884	341	355	0.05	MT
48060	ATM	ENSP00000435524	ENSP00000378840	724	738	0.04	MT
48061	ATM	ENSP00000435524	ENSP00000394827	1022	1036	0.94	MT
48062	ATM	ENSP00000435524	ENSP00000419014	247	261	0.95	MT
48063	ATM	ENSP00000435524	ENSP00000328875	282	296	0.95	MT
48064	ATM	ENSP00000435524	ENSP00000467000	174	188	0.94	MT
48065	ATM	ENSP00000435524	ENSP00000402648	NA	NA	0.07	MT
48066	ATM	ENSP00000435524	ENSP00000354723	48	62	0.94	MT
48067	ATM	ENSP00000435524	ENSP00000369741	NA	NA	0.98	MT
48068	ATM	ENSP00000435524	ENSP00000261606	62	76	0.96	MT
48069	ATM	ENSP00000435524	ENSP00000436757	771	785	0.04	MT
48070	ATM	ENSP00000435524	ENSP00000333920	294	308	0.04	MT
48071	ATM	ENSP00000435524	ENSP00000355437	152	166	0.95	MT
48072	ATM	ENSP00000435524	ENSP00000467119	437	451	0.94	MT
48073	ATM	ENSP00000435524	ENSP00000245503	1662	1676	0.94	MT
48074	ATM	ENSP00000435524	ENSP00000447868	467	481	0.04	MT
48075	ATM	ENSP00000435524	ENSP00000417308	196	210	0.95	MT
48076	ATM	ENSP00000435524	ENSP00000380570	408	422	0.03	MT
48077	ATM	ENSP00000435524	ENSP00000426023	139	153	0.94	MT
48078	ATM	ENSP00000435524	ENSP00000431734	487	501	0.94	MT
48079	ATM	ENSP00000435524	ENSP00000356448	2027	2041	0.94	MT
48080	ATM	ENSP00000435524	ENSP00000341324	258	272	0.04	MT
48081	ATM	ENSP00000435524	ENSP00000356436	434	448	0.05	MT
48082	ATM	ENSP00000435524	ENSP00000340576	300	314	0.04	MT
48083	ATM	ENSP00000435524	ENSP00000441522	NA	NA	0.02	MT
48084	ATM	ENSP00000435524	ENSP00000198939	691	705	0.03	MT
48085	ATM	ENSP00000435524	ENSP00000381982	1329	1343	0.05	MT
48086	ATM	ENSP00000435524	ENSP00000378967	NA	NA	0.94	MT
48087	ATM	ENSP00000435524	ENSP00000453559	710	724	0.94	MT
48088	ATM	ENSP00000435524	ENSP00000270632	122	136	0.04	MT
48089	ATM	ENSP00000435524	ENSP00000385241	426	440	0.03	MT
48090	ATM	ENSP00000435524	ENSP00000380065	177	191	0.94	MT
48091	ATM	ENSP00000435524	ENSP00000473355	860	874	0.03	MT
48092	ATM	ENSP00000435524	ENSP00000243286	118	132	0.95	MT
48093	ATM	ENSP00000435524	ENSP00000347540	39	53	0.03	MT
48094	ATM	ENSP00000435524	ENSP00000216181	1409	1423	0.03	MT
48095	ATM	ENSP00000435524	ENSP00000356266	275	289	0.96	MT
48096	ATM	ENSP00000435524	ENSP00000466480	651	665	0.04	MT
48097	ATM	ENSP00000435524	ENSP00000262210	129	143	0.94	MT
48098	ATM	ENSP00000435524	ENSP00000285879	69	83	0.95	MT
48099	ATM	ENSP00000435524	ENSP00000340691	89	103	0.04	MT
48100	ATM	ENSP00000435524	ENSP00000379258	662	676	0.95	MT
48101	ATM	ENSP00000435524	ENSP00000454605	744	758	0.94	MT
48102	ATM	ENSP00000435524	ENSP00000345425	302	316	0.04	MT
48103	ATM	ENSP00000435524	ENSP00000431773	597	611	0.04	MT
48104	ATM	ENSP00000435524	ENSP00000438713	101	115	0.06	MT
48105	ATM	ENSP00000435524	ENSP00000237623	234	248	0.95	MT
48106	ATM	ENSP00000435524	ENSP00000444693	1194	1208	0.94	MT
48107	ATM	ENSP00000435524	ENSP00000383699	350	364	0.03	MT
48108	ATM	ENSP00000435524	ENSP00000467024	NA	NA	0.94	MT
48109	ATM	ENSP00000435524	ENSP00000265346	499	513	0.03	MT
48110	ATM	ENSP00000435524	ENSP00000438215	222	236	0.03	MT
48111	ATM	ENSP00000435524	ENSP00000395439	152	166	0.04	MT
48112	ATM	ENSP00000435524	ENSP00000419794	29	43	0.04	MT
48113	ATM	ENSP00000435524	ENSP00000429223	1453	1467	0.04	MT
48114	ATM	ENSP00000435524	ENSP00000414797	219	233	0.03	MT
48116	ATM	ENSP00000435524	ENSP00000278070	1469	1483	0.05	MT
48117	ATM	ENSP00000435524	ENSP00000441931	110	124	0.04	MT
48118	ATM	ENSP00000435524	ENSP00000428564	65	79	0.94	MT
48119	ATM	ENSP00000435524	ENSP00000442099	54	68	0.04	MT
48120	ATM	ENSP00000435524	ENSP00000367396	566	580	0.95	MT
48121	ATM	ENSP00000435524	ENSP00000420850	186	200	0.03	MT
48122	ATM	ENSP00000435524	ENSP00000312506	156	170	0.03	MT
48123	ATM	ENSP00000435524	ENSP00000451324	512	526	0.03	MT
48124	ATM	ENSP00000435524	ENSP00000350073	233	247	0.04	MT
48125	ATM	ENSP00000435524	ENSP00000453403	253	267	0.95	MT
48126	ATM	ENSP00000435524	ENSP00000467141	24639	24653	0.03	MT
48127	ATM	ENSP00000435524	ENSP00000456649	1642	1656	0.04	MT
48128	ATM	ENSP00000435524	ENSP00000359588	431	445	0.94	MT
48129	ATM	ENSP00000435524	ENSP00000416636	320	334	0.04	MT
48131	ATM	ENSP00000435524	ENSP00000408660	465	479	0.06	MT
48132	ATM	ENSP00000435524	ENSP00000355291	186	200	0.94	MT
48133	ATM	ENSP00000435524	ENSP00000362314	43	57	0.03	MT
